RR3_HRT_FLT_F1	RR3_HRT_FLT_F2	RR3_HRT_FLT_F9	RR3_HRT_GC_G7	RR3_HRT_GC_G8	gene_symbol
910.49	500.98	1846.78	671.88	593.09	Dpm1
151	97	218.81	175	162	Ifi47
577.49	549	493.08	924.34	870.85	Tgtp2
258.51	276	412.35	386.9	466.52	Tgtp1
4724.28	4308.99	6878.5	3805.36	2325.08	Ube2v1
3	0	2	0	0	D030018L15Rik
1695.01	1486.29	2577.21	1393	748.86	Pdf
48	40	95	16	30	CN725425
40770.23	41725.76	59870.81	29023.69	18974.84	Cpt1b
0	2	0	0	0	Syce3
3192.42	2746.95	5142.39	2634.9	1473.64	Taf9
20.03	18.77	35	18	15	Naip6
135.94	123	203	98	80	Naip2
0	0	1	0	0	Lncenc1
41	38	42	9	17	Arhgap8
0	0	0	3	0	Atp6ap1l
72	26	124	48	30	Hsbp1l1
7	10	12	0	6	Ces1b
0	1.36	2.66	1.35	0	Gm12033
59.3	24.47	81.06	38.37	35.5	Gapdh-ps16
804	613	1171	596	409	Dnaaf10
2778.85	1893.05	4573.74	2755.93	1364.62	Sec61g
141.31	139.63	172	130.49	86	Zfp429
57.27	54	81.54	67.7	18.75	Zfp456
518	578	780	388	273	Samd1
3.01	14.77	21	0	0	Serpina3m
6.09	46.01	23	6.77	3	Serpina3i
74.94	144.26	174.62	40.06	0	Serpina1c
1316	1240	2418	1154	1283	Ifi27l2a
5236.76	4980.61	8123	3710.77	2871.64	Ly6c1
41	32.61	45	22	17.02	Insl3
1093	960	1435	829	447	Slc45a4
5	10	19	5	10	Col22a1
19	11	32	21	5	Mef2b
308	310	393	242	109	Alkbh1
7547.98	6545.97	12156	5902	4173	Prnp
58	29	42	42	16	D130040H23Rik
556.26	610	836.02	446	284	Fastkd5
62	43	108	50	36	Prox1os
39	44	50	17	23	Serpinb1c
1	11	0	0	0	Vinac1
7	10	21	2	3	Slc8a3
67	104	55	55	9	Kcnip3
316	284	456	249.86	131	Cyp4v3
5	0	0	0	0	8430423G03Rik
410.49	287.11	593.79	305.87	261.5	Slc28a2b
408	402	628	358	192	Jrkl
1018	894	1519	736	399	Ccdc82
670.35	689.37	996.38	534.63	299	Prps1l3
226	191	203	77	40	C7
3134.13	2936.15	5326.66	2741.94	1523.5	Srp54c
334.67	245.83	435.88	210.93	128.69	Pms2
70	71	116	78	72	Capn3
1925	1810	2565	1589	894	Kdelr2
177.22	164.75	317.26	186.81	110.62	Gm4204
339	318	648	397	251	A130010J15Rik
0	0	2	0	0	Nalf1
70	84	103	38	19	Tlr5
37.65	9.95	25.88	7.06	10.67	Sap25
89.83	52.51	266.22	73.61	48.99	Cd209g
7	3	0	1	0	Zan
2	4	11	2	1	Fam228a
1087	1132	1826	978	758	Mphosph8
0	0	1	0	0	LOC100041057
2399.47	2009.4	3902.32	2210.29	1938.61	Psme2
2357	2354	3338	1876	1057	Zfp664
61	16.06	148	76	64	Ccr5
3	2	5	0	0	Ccdc13
18909	16796	29958	16375	10397	Xirp1
0.15	0.15	0	0.15	0	Gm13691
0	1	1	0	0	Trim71
176.59	177.9	275.13	93.26	104.25	Tmppe
0	0	0	1	0	Hoxd3
188	143	236	167	120	2310009B15Rik
143	80	278	140	49	Clec7a
0	1	3	0	0	Klrb1b
4.6	1.43	4.15	0	0	Gm3222
1420	1356	1970	1150	661	Rab9
828.12	724	1406.88	819	364	Trappc2
838.01	794.51	1206.04	725.35	274.53	Naa80
376	401	541.11	320.53	195	Ifit1bl1
109.21	119.17	179.29	134.79	70.06	C1s2
89	179	99	51	36	Ackr4
3	1	4	0	0	Gm11100
1456.44	1041.73	2005.78	1343.07	1595.1	Gbp4
6.17	3.57	17.33	7.8	4.78	Gm3558
4.68	0	0	1	0	Gm8271
0	1.26	0	1	0	2610042L04Rik
2.49	5.19	2.24	0	0	Gm3411
5.2	4.45	12	10.46	7.22	Gm2897
4	9	6	5	0	Gm11110
63	19	47	12	0	Cntf
995.06	901.52	1514.84	693.65	584.56	Atg4a
320	500.47	326	203	138	Ms4a6c
2173.44	1639	2708.9	1535	910.66	Arpc4
254.76	192.59	407.79	211.96	138.47	Mthfsl
21	12	60	28	27	Tceal7
0	6	1	0	0	Mroh2a
0	2	8	3	0	Neu2
6054.24	4206.4	9137.78	5046.24	2455.09	Rpl36a
883	779	1364	624	452	St6galnac4
6	11	31	2	6	B3gnt7
38.64	40.13	56.79	62.8	15.67	Gm7609
0	0	2	0	0	4933403O08Rik
40	21	90	38	19	Gm15737
245	277	241	203	106	Col4a3
2	3	9	1	9	Gm14966
190	140	236	136	91	Pigb
193.68	120	254	150	64	Utp14b
11580.81	10460.4	15766.13	8391.59	4741.48	Rab7
555.19	377.48	675.26	446.72	220.05	Znrd2
1045.04	739.69	1767.34	917.31	557.18	Pin4
566	649	624	300	189	Nhsl2
1890.99	1529.12	2461.28	1222.94	728.67	Phyhd1
1988.1	1812.52	2605.44	1244.47	939.48	Med12
145.88	161.19	203.52	157.07	100.12	H2-T10
24.15	23.64	18.57	28.78	25.55	Gm11127
0	0	1	0	0	Nat8f5
14.94	1	4.21	0	0	Nat8f6
175.98	199.85	302.46	141.43	107.11	6530402F18Rik
0	0	3.24	0	0	Gm5138
0	0	3	5	0	Cfap77
22.47	43.27	25.17	27.72	23.17	H2-Q1
7456.17	7296.76	13215.07	6550.6	3789.95	Apoo
2158	2096.92	3223	1715	1077	Zfx
1378.67	944.7	1606.41	1178.71	463	Tmsb10
2	0	0	0	0	Cldn34d
2	7	0	0	0	Pwwp4d
16	0	1	3	0	Pwwp4c
1	0	1	0	0	Obp2b
1	0	0	0	0	Igkv13-85
14.52	35	55	38	23	H2-DMb1
4.74	12.16	18.69	0	0	Mpp4
36.25	15.69	34.27	25.19	11.36	Kifc1
12	8	26	11	18	Aox2
212	191	319	165	119	Haus3
5475.06	3872.56	7653.75	5365.22	1882.11	Marchf2
79	76	93	62	34	Pou2af3
17	15	50	1	21	Hoxa3
4168	3504	6271	3177	1985	Maea
2	4	3	7	12	Pglyrp2
801.16	751.22	1179.19	606.3	432.06	Rbpj-ps3
0	2	0	0	0	Tmem217
10388	10105	18200	9864	5496	Tmem182
318.19	237.02	385	227	97	C1qtnf5
0	1	0	0	0	4933416I08Rik
1	0	3	6	0	Cstdc4
32	17	5	10	0	Clec2l
23.49	88.64	244.81	174.01	51.46	Zbtb9
0	0	1	0	0	Fsip2l
44	36	64.5	14	15	Stard6
282	159	309	159	142	Ankrd39
1319	1095	1834	1063	552	Seh1l
0	0	12	0	0	Tm4sf19
0	2	0	0	3	Rhox2h
5567.69	4208.43	9612.92	5686.83	2403.62	Rpl39
1	0	0	0	0	Gm1110
0	1	0	3	0	Garin1a
83	34	67	16	21	Prrt4
0	0	10	6	0	Rab26
2867	2157	4737	2448	1185	Eloc
307	270	477	267	153	Tmem243
19	17	38	26	9	Gm17396
1250.35	1012.93	1756.69	996.44	594.6	Fdx2
0	0.06	0	0	0	Zglp1
116	153	170	114	43	Ulbp1
0	0	0	3	0	Gm14862
15.85	1	5	3.02	0	Dynlt2a1
53.15	48	94	49.28	24	Dynlt2a2
65.31	90.3	105.24	80.54	20	Bfar
4.27	0	0	0	0	LOC102638047
0	4	3	2.22	11	Xlr4a
0	0	0	0	5	Klra1
0	0	0	0	1	Gm11951
2	1	0	2	0	Rpl28-ps3
31.01	17	41.02	9	17.01	Rps19-ps3
1	2	0	1	0	Eef1akmt3
356.12	304.23	621.6	345.78	280	Brms1
218	106	166	89	47	Spaca6
21	87	86	6	0	Gm25776
4	4	40	8	0	Gm25848
0	0	1	0	0	Gm22489
619	504	1090	404	279	Snord94
1	0	0	0	0	Snord23
25	7	24	6	4	Gm25541
1.99	0	0.99	0	0	Gm23991
2	0	0	8	0	H2bu1-ps
0	0	0	2	0	Gm5406
83	59	130	57	46	B230307C23Rik
14.12	9.04	2.7	15.26	3.4	Gm16077
88	47	95	74	9	C920021L13Rik
0	0	1	0	0	Gm7150
0	3	0	0	0	Gm15595
2.04	3.05	10.91	1.05	1.01	Gm12543
0	0	10	0	0	Gm12955
3	1	4	0	0	Gm6368
14.95	11.13	28.21	21.34	5.11	Gm12174
18	12	33	18	5	Gm15760
1	0	0	0	0	Gm14828
0	1	1	0	0	Gm9434
0	0	3	0	0	Gm5687
0	3	6	0	0	Gm14111
3.02	1.01	9.58	3	12	Rpl22-ps1
5.54	0	16.13	4.62	0	Rpl10-ps6
1336.62	1089.57	2166.14	987.92	813.52	Ndufa12-ps
3	6	0	4.5	0	Gm12463
2.09	1.03	0	2.19	0	Pira2-ps1
0	0	0	2	0	Gm5400
0	0	1	1	0	Hmgb1-ps6
0	1	0	1	0	Gm10224
0	0	5.9	1.15	4.41	Atf1-ps
0	0	0.98	0	0	Gm16061
0	1.26	0	1.32	0	Gm12161
9.06	10.01	9.01	4.01	2	Gm14048
0	0	3.03	0	0	Gm13464
1	0	1	0	0	Gm11964
0	0	2	3.08	0	Psmb7-ps2
44.27	36.58	62.69	53.41	15.44	Gm15427
1	0	0	1	0	Gm6305
235.63	107.31	116.04	132.99	158.06	H3c15
0	0	1	0	0	Gm11945
0	1	0	0	0	Gm12804
1	0	1	0	0	Gm13181
3	0	0	0	0	Rpsa-ps4
17.1	17.37	22.53	10.24	12.52	Rps15a-ps7
129.88	112.83	205.82	147.89	61.01	Rpl19-ps11
15	23	22	13	4	Gm12691
3.06	3.05	9.3	4.07	3.07	Gm5913
3.03	1	0	0	0	Gm12791
4.86	2.38	8.09	0	0	Gm13328
4	0	0	7	1	Gm14425
0	1	0	0	0	Gm6023
0	0	0	1.09	0	Gm12922
1	1	0	0	0	Gm14935
1	0	0	1	0	Gm8424
0	0	4	0	0	Mup-ps16
0.8	0	2	0	0	Gm12933
1.68	4.59	16.59	5.58	10.66	Gm14760
5.15	11.41	11.29	7.16	2.07	Gm14373
1	2	0	0	0	Gm5380
0	3	0	1	0	Gm11653
6.01	1.16	10.01	3	1	Rpl7-ps9
0	0	2.01	8	6	Gm14132
2	0	2	1	0	Gm16044
0	0	0	1	0	Gm5388
0	0	2	5	0	Gm15264
0	1	3	3	0	Cox20b
2	0	0	0	1	Gm9105
7.68	5.11	0	14.91	7.87	Rps13-ps4
32.85	27.32	39.83	23.15	7.99	Gm13680
1.01	3.01	6.02	0	2	Gm15455
0	1.02	1.01	0	0	Gm13142
366.48	277.92	596.97	329.69	194.75	Rps6-ps4
55.14	40.6	115.93	59.9	23.81	Gm14165
2.41	0	7.65	4.44	0	Gm6161
0	4	0	0	23	Gm13337
5.03	1.67	4.58	2.58	1.01	Gm4853
2	4	1	3	0	Gm13608
1	1	7	1	0	Gm13689
0	0	0	1	0	Gm15368
0	1	0	0	0	Gm12311
1	8	14	4	3	Gm12470
3269	2720	4423	2876	1312	Slc48a1
1.35	1.31	1.85	1.29	0	Gm12411
4	0	0	1	0	Gm13717
10	1	7	7	2	Gm14769
1.82	4.58	1.54	2.01	5.04	Gm11841
5.34	8.44	17.87	2.23	12.32	Gm12286
740.7	261.14	1129.01	213.4	101.25	LOC108167922
3.01	0	1	5.01	0	Gm14633
0	0	0	1.01	0	Gm5937
2	0	0	0	0	Gm8522
0	0	1.02	0	3.39	Rplp0-ps1
23.4	10.99	55.07	28.04	0	Pira1
0	1	2.02	1.08	0	Gm12712
1	1	6	2	0	Fzd10
5.15	9.03	0	1.62	2.54	Rps2-ps13
0	2.01	0	1	0	Rpsa-ps5
0	0	2.02	2	0	Gm13882
18.22	16.53	29.01	21.24	4	Gm15931
0	0	5	0	0	Gm12852
0	2	0	0	2	Gm15549
11	10	15	1	6	Gm12216
1	0	4	0	5	Gm15381
3	0	1	0	0	Gm15539
1.11	1.01	1.07	6.91	0	Gm11878
0	0	0	3	0	Gm15460
1	0	0	0	0	Zar1-ps
6.45	5.11	12.96	2.78	3.16	Rpl17-ps5
24.02	13.02	31.03	15.04	4	Gm12097
14.09	7.21	21.42	15.01	1.12	Rpl17-ps10
0	0	2	0	0	Gm12331
0	0	19.74	0	0	Gm12435
0	0	0	0	11	Rpl23a-ps2
3	0	5.91	1	0	Gm11960
0	2	0	0	0	Rps8-ps3
13	3	2	5	0	Dnajb3
7.97	0.1	6.8	0	0	Gm13408
0	0	0	3	0	Gm13216
3.44	5.57	6.88	4.33	4.13	Gm11585
0	0	1	0	0	Gm16072
0	0	2.04	1.16	0	Rpl5-ps2
1.1	0	3.28	4	1.22	Gm15753
2.01	3.01	3.02	3.01	3.02	Glns-ps1
9	2	8	26	0	Slfn14
3.56	0	0	0	0	Gm11196
0	0	1	0	0	Gm8199
0	0	2.14	0	0	Gm11824
12	17	12	4	11	Gm14276
0	0	1.45	0.43	0	Rpl5-ps1
0	0	1	2.03	0	Gm12444
2	10	4	6	1	Gm715
2	0	5	0	0	Nap1l2
0	1	0	0	0	Gm7429
0	2	0	0	4	Gm11675
85.78	20.08	68.03	45.39	53.16	Pisd-ps1
0	0	4	0	0	Rhox3d-ps
1	2	2	5	0	Gm16523
8.26	11.56	19.56	9.25	12.51	Actr3-ps
1	0	5	0	0	Gm5395
114	82	198	107	38	Btc
0	0	1	0	0	Gm4772
0	0	0	1	0	Mkrn1-ps1
0.3	0	2.32	0	0	Gm11425
3.32	0	1.18	2.12	0	Gm13292
0	0.02	0	0	0	Ncf2-rs
36.74	23.86	47.12	20.3	16.68	Gm12183
0	0	1	0	0	Gm11598
1.83	0	2.94	0	0	Rps6-ps3
2.08	1.03	0	2.06	1.03	Gm11687
0	3	5	0	0	Gm15374
8.02	5.01	7.02	0	3.01	Gm7860
6	6	6	1	1	Eef2-ps2
0	3.02	1.01	1.01	3.03	Gm15464
0	0	1	0	0	Gm15204
12.06	4.65	1.03	6.1	0	Gm11914
1	0	3	0	0	Gm15371
0	0	0	0	1.04	Gm9703
12.01	5	9.01	2.04	0	Rps12-ps1
0	0	1	0	0	Gm8692
11.55	0	1.87	0	6.37	Gm12366
12.14	2.04	8.82	15	14	Gm15793
0	4	6.49	3	0	Gm15191
1	3	0	2	0	Rpl13-ps1
1.25	0	5.94	0	8.34	Gm14150
3.01	3.01	0	0	1	Gm5678
0	1	2	0	0	Gm11953
0	0	1.01	0	0	Gm16421
1.4	1.55	7.64	0	0	Rpsa-ps9
0	1	0	0	0	Gm11557
0	1	0	0	0	Gm7823
0	1.11	13.1	3.7	0	Gm13864
2.68	5.04	9.44	8.64	8.28	Gm13135
0	0	3	0	0	Cyp2j8
543	493.41	892.05	460.61	244.13	Gm7658
1	0	4	0	0	Gm16166
2.33	4.8	2.11	0	1.09	Gm2810
1	0	4	0	0	Gm15056
2	0	0	0	0	Rpsa-ps11
2.43	2.37	8.3	7.15	14.04	Gm5903
1.04	2.02	11.15	1.01	0	Gm11221
0	0	4	0	0	Gm13413
1.02	0	0	3.05	0	Gm12816
2242.81	1259.99	3207.78	2642.24	1042.82	Fam220a
1.59	0.93	4.96	0	5.07	Gm12978
2	1	1	0	0	Gm6222
1.01	0	0	0	1	Gmfg-ps
17	20.61	16.72	2	7	Gm12416
0	0	1	0	0	Gm14140
1	6	5	0	0	Gm15382
0	3.55	1.09	2.6	1.48	Gm11249
0	0	1	0	0	Gm15571
6	2	3	2	0	Gm14780
38.42	11.52	30.72	6.05	0	Gm11839
11.38	8.14	8.15	12.23	7	Gm7816
2301	2142	3357	1842	1033	Ctsf
14	14	17	15	17	AA414768
14.34	6.89	11.53	4.57	2.36	Gm14121
1	0	1	0	0	Gm11826
0	0	0	0	1	Gm11539
1.03	0	0	0	0	Gm11449
7594.63	6300.07	12702.2	6328.22	3221.29	Ndufb4c
1.58	0	0	0	2.15	Gm11703
44.54	47.58	63.45	58.76	41.7	Gm15542
0	0	0	0	1	Gm13226
2.03	0	0	0	0	Gm12182
1.03	0	3.6	0	0	Gm11263
3	0	6	0	0	H2-M6-ps
112.01	89.63	210.57	79.14	32.71	Gm11451
1	0	1	0	0	Gm13666
0	1	1	0	1	Gm9200
0	0	4.59	4.49	1.51	Rpl21-ps15
33.9	27.04	61.3	21.02	15.07	Gm14586
4.06	8.2	3.79	12.81	4.04	Gm7224
2	3	0	0	0	Gm11786
254	192	389	131	69	Rasl2-9
0	0	1.05	0	0	Gm5648
0	3	10	2	0	Kpna2-ps
40	39	89	48	19	Zfp133-ps
2.01	1	0	3	3	Gm9575
3	0	3	0	1	Rnf138rt1
15.02	6.01	2	11.01	0	Gm8624
15.42	11.11	25.92	18.54	6.36	Gm13436
0	2	0	0	0	Gm16202
1.06	0	0	0	0	Gm7803
0	3.11	2.16	0	0	Gm11405
0	1	0	0	0	Gm15566
60758.26	62456.23	92372.43	55514.8	30390.32	Gm13394
58.08	62.44	109.42	76.05	29.44	Gm14584
2	1	1	0	0	Gm13033
0	1.1	4.19	1.04	0	Gm14400
0	1	0	0	0	Gm11977
4	2	1	3	2	Ndufs6b
2.01	0	5.02	0	0	Gm13039
14	1	16	7	2	Gm15712
0	0	5	0	0	Gm2199
1	0	0	0	0	Gm13771
1995	1712	3187	1550	930	Ube2d-ps
1	0	0	0	0	Gm12034
0	2	0	0	0	Gm12805
2	0	0	0	1	Plk-ps1
0	0	2	1	0	Rps18-ps1
0	1	0	0	0	Cct3-ps1
4	0	6	4	1	Gm11478
0	1	2	0	0	Gm12920
0	0	2	0	0	Rpl21-ps9
0	0	2	0	0	Gm6276
32.3	31.46	35.04	19.69	11.78	Gm13378
0	2	5.24	0	0	Gm12057
1	0	4	1	0	Gm13961
0	0	1	0	2	Gm13422
225.5	213.16	418.97	164.74	76.18	Gm6136
3.92	0	0	0	0	Gm15710
0	0	5.02	0	0	Gm13169
68	37	27	14	11	Esrp2
0	0	1.37	0	0	Rpl3-ps2
1	1	0	0	0	Gm15644
10	4.01	8	9	0	Gm6451
2	0	1	5	0	Sycn
0	0	1	3	0	Gm13282
1	0	2	0	0	Gm15372
0	0	1	0	0	Gm15593
2.01	1	1.01	1.01	0	Gm13416
2	0	0	0	0	Gm6630
2	2	0	1	0	Gm7856
0	0	1.05	0	0	Rps15a-ps3
14.11	6.05	17.13	9.03	7.04	Gm6733
0	0	0	2	0	Rpl17-ps4
3340.29	2832.14	4084.07	2580.6	1244.67	Rpl3-ps1
0	0	2	0	2	AA413626
533.04	232.51	758.14	364.47	0	Gm13370
25.27	20.8	56.55	32.33	12.67	Gm12251
113.19	114.19	150.06	108.4	70.05	Rpl10a-ps1
5	2	7	0	0	Gm25107
0	0	2	0	0	Gm12532
5	1	5	0	8	A230072E10Rik
0	0	0	1	0	Gm12159
0	0	4	0	0	Gm15350
1	8	7	2	0	D930015M05Rik
6523	4666	10375	5384	2980	Ubl5
17	20	37	41	12	Ino80dos
0	1	6	1	6	Gm15232
55	31	76	38	44	Gm11967
2	4	0	0	0	Gm15880
0	0	4	0	0	AI847159
27	17	36	2	0	Tmem240
1	1	0	1	0	Gm12092
0	0	0	1	0	Gm15723
7	4	0	13	0	A930006K02Rik
2	7	10	3	13	Tomm6os
1931	1528	2729	1493	917	Ccdc85c
3	2	0	0	0	3010001F23Rik
24	21	14.08	14	15	a
16	4	14	2	3	Gm14827
35	43	123	34	7	C630043F03Rik
0	0	0	2	0	Gm12708
8	4	7	2	1	1810062O18Rik
24	8	30	17	15	Foxo6os
0	1	0	0	0	BB557941
8	5	32.45	6.52	5	Gm11944
2	1	0	2	0	Gm5577
1201	1187	2103	1102	657	Bbip1
7	8	23	0	6	B430010I23Rik
0	4	0	0	0	Gm12296
0	0	1	0	1	Gm13848
44	7	25	14	3	Crocc2
5	0	0	0	0	Gm15471
2	0	4	0	0	Smim43
6	0	0	0	0	Dbhos
20	27	34	18	4	Gm5860
66	47	108	31	34	C230035I16Rik
0	2	0	1	3	Gm13715
100	20	38	38	14	Slc2a4rg-ps
0	1	0	0	0	Gm11240
134	74	141	86	18	4933421O10Rik
9	7	17	7	0	Abhd11os
2	3	0	5	0	Parvaos
1	0	0	0	0	Gm13415
10	0	6	0	0	8030453O22Rik
424	367	763	265	264	Prdm16os
1	0	0	0	0	C030013C21Rik
14	3	14	14	5	4930570G19Rik
7	0	12	6	0	1700086P04Rik
6	3	2	1	0	Gm12758
0	2	0	0	0	Ascl4
21	16	33	16	0	A530072M11Rik
13	6	0	1	0	Gm16070
0	1	0	0	0	A730046J19Rik
11	11	24	1	0	Gm11520
699	245	954	379	163.99	Mir22hg
209	121	234	148	89	C130046K22Rik
66.22	48.14	113.31	54.15	15.04	Snhg15
380	442	659	239	124	Gm12295
6	8	15	5	0	Gm10785
1	1	5	0	0	D830026I12Rik
53	35	104	29	17	Gm11423
0	1	0	3	0	4933439K11Rik
2	0	3	1	0	Gm14963
5	6	12	15	10	Gm11767
1248	1077	1724	908	594	Brip1os
439	277	673	314	141	BB218582
41	53	95	39	5	6330418K02Rik
1	3	6	0	5	2610206C17Rik
204	109.1	318	118.11	52	Snhg3
1	7	5	4	0	8430437L04Rik
43	16	64	31	0	Med9os
269	59	16	154	1	Sbk3
0	0	0	0	7.57	Gm13316
22	28	68	29	37	Gm15663
39	26	54	18	35	4833418N02Rik
0	1	0	0	0	Gm11651
3	1	0	0	0	F730035M05Rik
42	22	49	23	11	A430018G15Rik
11	1	2	3	0	D330050G23Rik
397	342	663	324	291	Gm14261
0	1	4	0	0	Gm16104
63	83	117	56	50	Gm11732
14	6	1	9	0	2410004I01Rik
3	4	10	9	6	Hk1os
4	3	7	0	0	3010003L21Rik
11	18	24	16	13	Gm13861
144	104	174.04	92	50.03	Snhg17
1	1	4	0	0	1700003M07Rik
30	13	29	21	8	Gm13056
632	259	645	325	75	Firre
21	4	19	23	15	Foxd2os
0	1	0	0	0	1700095J03Rik
267	220	402	197	159	C530005A16Rik
0	0	2	0	0	Selenok-ps1
18	28	38	12	13	6430710C18Rik
38	42	48	19	22	Zfp335os
17478	19409	29936	15840	11082	Oip5os1
1	0	0	0	0	Sorbs2os
23.09	5.96	23.03	10.68	0	Gm3362
35	19	33	16	17	1110046J04Rik
41	44	63	39	29	Trmt61b
12	8	10	6	2	Gm14023
3	0	0	0	0	Bcas3os2
1	0	3	0	0	Slc36a3os
1	1	0	0	0	Gm14808
1	0	0	0	0	Gm12602
2	3	0	0	0	Dpy19l2
41	28	69	25	9	Rtl9
17	9	12	3	13	A430078I02Rik
1	1	7	1	12	Gm16090
0	1	6	0	0	Gm11476
1	1	0	1	0	Appbp2os
0	1	1	1	0	9630028H03Rik
3	2	1	0	0	Gm12381
0	0	1	0	6	Bloc1s6os
282	224	471	198	104	Gm12519
0	0	0	0	6	Hoxb5os
23	9	23	10	4	Gm15179
40.75	27.91	41.46	21.43	3.2	Gm12992
4	0	2	0	0	Gm12022
42	14	18	129	0	Gm14267
3	0	0	0	0	Tmem238l
1	0	3	0	0	4930469K13Rik
3	0	11	1	0	Hoxaas3
192	110	244	117	122	4921531C22Rik
0	1	0	0	0	Gm16063
17.38	12.02	23.7	5	1.09	Tsix
0	1	3	6	0	Gm7854
6	0	1	6	0	Gm15915
158	120	170	86	41	5430405H02Rik
2	1	8	0	0	Smc2os
0	9	4	0	0	D630024D03Rik
31	17	22	17	18	5430402O13Rik
569	694	888	461	279	Lin52
342	277	330	298	110	Zfp703
1	3	1	0	0	Cep112it
11	5	8	9	1	Gm15612
3	0	4	0	2	Grin1os
0	0	1	0	0	Kank4os
42	59	141	48	36	Gm12167
0	0	1	0	0	Armh2
4	4	10	1	0	Gm13483
14	8	15	4	5	Ube2uos
14	10	19	6	8	Ttc39aos1
5	5	6	7	3	Gm12409
9	15	16	2	3	2610507I01Rik
0	0	3	5	0	D030047H15Rik
2	1	5	0	5	Arhgap27os3
104	51	121	77	70	Gm12224
4	20	11	13	0	Gm14634
15	8	3	2	9	Trp53cor1
22	23	6	14	0	Rtl1
18	16	24	17	0	Gm13421
71	34	83	33	15	2610307P16Rik
13.03	20.09	18.01	12.02	4	Cd63-ps
0	0	0	1	0	A930019D19Rik
13	5	14	4	0	Gm12530
0	0	8	3	3	Gm13572
16	9	19	17	0	9530051G07Rik
10	5	14	3	0	1700001G11Rik
2	0	0	0	0	Gm16731
17	13	31	14	12	Gm2788
4	2	0	0	0	AW822252
24	15	33	10	29	B230206L02Rik
0	0	1	0	0	Gm13293
0	0	5	0	0	Gm8817
16	23	41	17	8	Gm15706
32	8	34	9	8	4833417C18Rik
2	0	0	0	0	Rad51ap2
0	7	10	0	0	Gm15201
6	9	8	5	0	Gm12610
1001	1553	1774	1085	583	Wipf3
21	15	43	21	9	Unc45bos
3	0	0	0	1	8430436N08Rik
0	0	4	0	0	Gm12354
32	55	88	57	47	Gm15328
20	4	7	4	0	Gm15326
2	2	0	0	0	Gm14169
1	0	0	0	0	Bach2os
1	0	1	0	0	9430041J12Rik
184	134	277	146	79	Pierce2
0	2	1	0	0	Pcsk2os1
4	8	0	3	5	Zfp652os
4	1	1	0	0	Bcas3os1
3	0	2	0	0	A330040F15Rik
6	1	6	19	0	Srrm4os
1	5	6	0	0	Ubap1l
9	0	10	0	0	5830418P13Rik
72	87	124	41	45	Gm15787
7	2	0	3	0	Igf2os
0	2	0	0	0	Rbm46os
79	64	146	51	34	Gm15972
179.54	152.13	293.6	136.45	91.04	Snhg12
5	3	11	0	0	G630016G05Rik
670	502	1062	570	251	Nbdy
0	0	2	0	0	E130218I03Rik
2	1	3	2	0	Slfn5os
33	22	88	12	14	Gm13481
17	1	16	11	0	Gm13270
1	0	0	0	0	Gm6569
36	5	16	22	18	A330102I10Rik
0	3	3	0	0	E330017L17Rik
107.8	95	152.04	83.39	54	Ftx
1	0	0	0	0	AV064505
9	16	18	14	15	Chrna1os
13	2	11	4	10	1810019D21Rik
3	3	0	3	4	1700042O10Rik
136	61	236	90	107	Mccc1os
12	9	5	6	21	Gm15559
5	2	0	1.92	7	Gm6787
112	73	184	84	70	Gt(ROSA)26Sor
2	0	0	2	0	Asb17os
0	0	0	1	0	9030204H09Rik
2	0	0	3	0	Platr14
1	2	2	0	0	Gm2639
1	0	3	0	0	1700030C12Rik
13	2	0	0	5	Etaa1os
0	1	0	0	0	2210417A02Rik
5237	5400	7544.55	3066	2004	Xist
1	0	0	0	0	Gnasas1
13	15	14	11	0	Has2os
0	2	0	0	0	Dlx4os
9	1	5	0	0	9530034E10Rik
5	7	13	1	5	Gm13446
6	6	17	7	0	Cd101
2267.5	2137.37	3749.38	2126.72	1040.49	Gm15500
55	59	113	53	39	Gm11837
9	7	18	14	10	Gm12915
0	0	5	0	0	Gm16548
50	135	153	49	60	Susd5
1	0	0	0	0	Btbd18
0	0	8	0	5	4930511M06Rik
74	63	141	60	81	Gm15408
131	103	228	70	59	2810403D21Rik
6	5	14	4	0	4930405A21Rik
14	2	1	6	0	Gm13470
64	54	66	36	29	Gm15743
0	0	3	0	5	C330018A13Rik
13	11	14	7	5	Gm16023
6	3	10	2	0	A730081D07Rik
10	10	26	5	4	Mexis
51	39	53	25	18	0610009E02Rik
8	1	0	6	0	4931428L18Rik
25	26	12	8	2	Man2c1os
30	27	51	13	15	Gm14902
49	16	106	29	27	Gm15816
16	7	21	12	0	Gm16201
3	0	0	6	0	Tspan2os
3	1	10	0	0	Gm15222
20	8	16	16	11	Plxna4os1
3	14	8	4	0	Gm11827
86	30	77	20	22	E130102H24Rik
954	909	1446	910	476	Isoc2a
0	1	0	0	0	4930502E09Rik
13	5	21	5	6	5330413P13Rik
0	1	3	0	0	Gm16618
491	546	680	442	193	2410006H16Rik
5	2	21	3	0	E030013I19Rik
2	0	3	0	0	B230206H07Rik
4	3	2	0	0	A430108G06Rik
120.93	40.57	152.54	113.25	72.49	Snhg20
4814	3543	5983	2603	1289	Gm15543
118	82	189	102	31	A230072C01Rik
1	1	2	0	1	Gm15708
0	0	1	0	0	Cyp4x1os
56	67	89	37	13	Gm16124
12	14	26	6	0	Gm16364
